inec_state_id,state_name,state_code,raw_lga_name,normalized_lga_name,administrative_type,external_id,source_url
9,"CROSS RIVER",CR,BOKI,Boki,lga,INEC-CVR:1183,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,"CALABAR MUNICIPALITY","Calabar Municipality",lga,INEC-CVR:1184,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,"CALABAR SOUTH","Calabar South",lga,INEC-CVR:1185,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,ETUNG,Etung,lga,INEC-CVR:1186,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,IKOM,Ikom,lga,INEC-CVR:1187,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,OBANLIKU,Obanliku,lga,INEC-CVR:1188,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,OBUBRA,Obubra,lga,INEC-CVR:1189,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,OBUDU,Obudu,lga,INEC-CVR:1190,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,ODUKPANI,Odukpani,lga,INEC-CVR:1191,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,OGOJA,Ogoja,lga,INEC-CVR:1192,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,YAKURR,Yakurr,lga,INEC-CVR:1193,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,YALA,Yala,lga,INEC-CVR:1194,https://cvr.inecnigeria.org/locator/browse/9/
10,DELTA,DE,"ANIOCHA NORTH","Aniocha North",lga,INEC-CVR:1196,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"ANIOCHA - SOUTH",Aniocha-South,lga,INEC-CVR:1197,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,BOMADI,Bomadi,lga,INEC-CVR:1198,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,BURUTU,Burutu,lga,INEC-CVR:1199,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"ETHIOPE EAST","Ethiope East",lga,INEC-CVR:1200,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"ETHIOPE WEST","Ethiope West",lga,INEC-CVR:1201,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"IKA NORTH- EAST","Ika North-East",lga,INEC-CVR:1202,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"IKA - SOUTH",Ika-South,lga,INEC-CVR:1203,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"ISOKO NORTH","Isoko North",lga,INEC-CVR:1204,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"ISOKO SOUTH","Isoko South",lga,INEC-CVR:1205,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"NDOKWA EAST","Ndokwa East",lga,INEC-CVR:1206,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"NDOKWA WEST","Ndokwa West",lga,INEC-CVR:1207,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,OKPE,Okpe,lga,INEC-CVR:1208,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"OSHIMILI - NORTH",Oshimili-North,lga,INEC-CVR:1209,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"OSHIMILI - SOUTH",Oshimili-South,lga,INEC-CVR:1210,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,PATANI,Patani,lga,INEC-CVR:1211,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,SAPELE,Sapele,lga,INEC-CVR:1212,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,UDU,Udu,lga,INEC-CVR:1213,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"UGHELLI NORTH","Ughelli North",lga,INEC-CVR:1214,https://cvr.inecnigeria.org/locator/browse/10/
10,DELTA,DE,"UGHELLI SOUTH","Ughelli South",lga,INEC-CVR:1215,https://cvr.inecnigeria.org/locator/browse/state_id:10/page:2
10,DELTA,DE,UKWUANI,Ukwuani,lga,INEC-CVR:1216,https://cvr.inecnigeria.org/locator/browse/state_id:10/page:2
